Number of cycles,Semicycle,1,2,3,4,5,6,7,8,9,10,11
116,0,  -2.482584593e-001,  -8.960632114e-002,  -1.159477831e-001,  -1.911407167e-002,  -1.288203694e-002,  -5.712128013e-002,  -6.227536560e-002,  3.639446602e-002,  3.466176518e+001,  3.437009736e+001,  -3.209748017e-001
117,1,-2.560995478e-001,  -4.446824046e-002,  -1.206511239e-001,  3.840656873e-002,  -8.795978360e-003,  1.068087209e-001,  1.455068610e-002,  3.176742363e-002,  3.464621004e+001,  3.430352225e+001,  -3.775473018e-001
117,0,  -3.229517199e-001,  -9.559911948e-002,  -1.452478474e-001,  -4.978235692e-003,  -4.864264941e-003,  9.762325907e-002,  1.812617255e-002,  7.039612003e-004,  3.463756338e+001,  3.428449673e+001,  -4.011227348e-001
118,1,-3.091993009e-001,  -5.298313075e-002,  -9.817116500e-002,  2.058856049e-002,  -1.102817101e-002,  5.647700841e-002,  -2.027974512e-002,  -1.901114249e-002,  3.462074674e+001,  3.428252031e+001,  -4.040075949e-001
118,0,  -2.973226465e-001,  -1.146769844e-001,  -1.793711219e-001,  -2.440503227e-002,  -8.800669217e-003,  1.183055579e-001,  2.095830330e-002,  1.303301077e-002,  3.461447871e+001,  3.429048985e+001,  -3.912210332e-001
119,1,-3.117108921e-001,  -5.071772988e-002,  -8.805340080e-002,  1.863400194e-002,  -1.146443497e-002,  3.552714911e-002,  -2.746728643e-002,  -2.957530079e-002,  3.458905280e+001,  3.425011398e+001,  -4.135820686e-001
119,0,  -2.806693905e-001,  -1.113681127e-001,  -1.731692277e-001,  -2.776965616e-002,  -1.100429903e-002,  1.137621317e-001,  1.877966637e-002,  2.410020966e-004,  3.458554308e+001,  3.422728683e+001,  -4.015897365e-001
120,1,-3.190407286e-001,  -6.582662001e-002,  -1.104271657e-001,  1.664318956e-002,  -1.158194189e-002,  -2.208236782e-002,  -3.885410527e-002,  6.493127990e-002,  3.455882776e+001,  3.424066443e+001,  -3.032870090e-001
120,0,  -2.473130380e-001,  -3.265085367e-002,  -2.313040632e-002,  3.859751676e-002,  -1.140067309e-002,  -1.530740933e-001,  -1.379653959e-001,  -2.443695222e-002,  3.455452410e+001,  3.424306511e+001,  -3.429192548e-001
121,1,-2.412180377e-001,  -4.349369697e-002,  -6.571970886e-002,  3.117454964e-002,  -8.373990229e-003,  -1.012345890e-001,  -9.086998668e-002,  4.483442178e-002,  3.453447339e+001,  3.419762460e+001,  -2.963942572e-001
121,0,  -1.693968068e-001,  -9.599603654e-003,  -6.056568906e-003,  5.043696595e-002,  -7.192873286e-003,  -2.009360644e-001,  -1.772255844e-001,  -2.784825449e-002,  3.453223857e+001,  3.421263059e+001,  -3.456811909e-001
122,1,-2.219766042e-001,  -3.683833663e-002,  -1.113132788e-001,  4.319337801e-002,  -4.312103833e-003,  7.084562159e-002,  -1.139652434e-002,  3.113280642e-002,  3.450756903e+001,  3.413772773e+001,  -3.652538607e-001
122,0,  -2.955879521e-001,  -7.318006994e-002,  -6.235335855e-002,  -6.233753134e-003,  -3.928034484e-003,  -7.539314654e-002,  -8.883464616e-002,  -4.980517654e-002,  3.450402413e+001,  3.414906134e+001,  -3.787623927e-001
123,1,-2.605714380e-001,  -6.391107280e-002,  -1.334222949e-001,  2.816385166e-002,  -7.626304762e-003,  5.719895960e-002,  -8.292076122e-003,  6.029811045e-002,  3.448212790e+001,  3.409396926e+001,  -3.251342716e-001
123,0,  -2.983219913e-001,  -7.992834560e-002,  -1.334499484e-001,  1.676140129e-002,  -5.430464433e-003,  6.930893139e-003,  -2.298473898e-002,  7.150256664e-002,  3.447148910e+001,  3.408496851e+001,  -2.999938712e-001
124,1,-2.690291038e-001,  -3.983470933e-002,  -1.176190293e-001,  3.874970796e-002,  -6.723956525e-003,  6.952649520e-002,  4.470605523e-003,  6.363046478e-002,  3.446861953e+001,  3.410036162e+001,  -3.258715973e-001
124,0,  -3.005728478e-001,  -5.073711994e-002,  -5.006860206e-002,  1.713293727e-002,  -3.784110424e-003,  -7.179798422e-002,  -8.700339687e-002,  -4.048127816e-002,  3.446806406e+001,  3.408795844e+001,  -3.743006172e-001
125,1,-2.627603837e-001,  -5.788606786e-002,  -1.330888540e-001,  3.254552887e-002,  -6.097311986e-003,  9.526281505e-002,  1.189933707e-002,  4.725198187e-002,  3.440680621e+001,  3.400953047e+001,  -3.459295550e-001
125,0,  -3.177445761e-001,  -9.117399561e-002,  -1.290328239e-001,  3.437356595e-003,  -2.980017580e-003,  -1.328396541e-002,  -2.259292670e-002,  7.111378886e-002,  3.440645397e+001,  3.400076661e+001,  -2.986228727e-001
126,1,-2.923834881e-001,  -4.230612192e-002,  -7.853063474e-002,  2.972994114e-002,  -1.188500138e-002,  3.652769217e-002,  -2.911001894e-002,  -2.112886816e-002,  3.437980230e+001,  3.398583767e+001,  -3.890738180e-001
126,0,  -2.464903995e-001,  -8.394649604e-002,  -6.748597807e-002,  -2.546805922e-002,  -1.021542684e-002,  -1.149646993e-001,  -9.956420377e-002,  -2.368194474e-002,  3.437644011e+001,  3.399649545e+001,  -3.520431268e-001
127,1,-2.385312076e-001,  -5.087558615e-002,  -7.297259758e-002,  2.454340186e-002,  -1.119646244e-002,  -2.325729957e-002,  -7.251671120e-002,  -4.241447130e-002,  3.431023411e+001,  3.393051993e+001,  -3.995716802e-001
127,0,  -2.083505654e-001,  -9.866083337e-002,  -1.681884346e-001,  -1.846612696e-002,  -9.837021568e-003,  7.275322011e-002,  -2.985266473e-003,  4.273230515e-002,  3.430961956e+001,  3.392923480e+001,  -3.550095517e-001
128,1,-2.778684224e-001,  -3.830653903e-002,  -3.911245332e-002,  1.988211775e-002,  -1.292370704e-002,  -7.321378991e-002,  -9.317662412e-002,  -4.581492802e-002,  3.428459885e+001,  3.396766315e+001,  -3.935801691e-001
128,0,  -1.850360850e-001,  -7.478960956e-002,  -1.532249729e-001,  2.482272755e-003,  -1.052138283e-002,  8.401132359e-002,  -1.032353581e-002,  1.343960451e-002,  3.427322148e+001,  3.395781468e+001,  -3.918709557e-001
129,1,-2.771218754e-001,  -3.841252332e-002,  -4.311126858e-002,  1.910104518e-002,  -1.143984965e-002,  -1.128148003e-001,  -1.008312914e-001,  5.350867251e-003,  3.422674898e+001,  3.391120130e+001,  -3.311058423e-001
129,0,  -1.768277759e-001,  -2.089863641e-002,  -3.887900419e-002,  4.339937354e-002,  -1.262257202e-002,  -1.084723779e-001,  -1.400836296e-001,  -5.980221162e-002,  3.422084460e+001,  3.391222656e+001,  -3.966954840e-001
130,1,-2.326146134e-001,  -3.563154382e-002,  -5.969016058e-002,  2.441282141e-002,  -1.200774724e-002,  -1.336729417e-002,  -6.624241824e-002,  -3.978398497e-002,  3.420545790e+001,  3.385119402e+001,  -4.066678281e-001
130,0,  -2.094915785e-001,  -7.451418617e-002,  -7.623121626e-002,  -2.233188746e-002,  -1.173463812e-002,  -1.077672839e-001,  -1.015154727e-001,  -8.401464519e-003,  3.420396908e+001,  3.383763110e+001,  -3.399886448e-001
131,1,-2.152678519e-001,  -2.909591717e-002,  -4.573552314e-002,  2.963366310e-002,  -1.116703130e-002,  -5.636145395e-002,  -9.462702752e-002,  -4.993638122e-002,  3.416264167e+001,  3.379325553e+001,  -4.089711239e-001
131,0,  -1.846801304e-001,  -7.864819177e-002,  -1.531847721e-001,  -6.630230921e-003,  -7.531268302e-003,  9.694019303e-002,  -1.508868457e-003,  1.737771263e-002,  3.416168304e+001,  3.379368663e+001,  -3.873225380e-001
132,1,-3.013327301e-001,  -4.887399728e-002,  -5.170078326e-002,  1.837062739e-002,  -1.145084824e-002,  -1.076506824e-001,  -8.888015769e-002,  2.023216289e-002,  3.414434208e+001,  3.379817103e+001,  -3.142838969e-001
132,0,  -1.753716555e-001,  -2.428152607e-002,  -2.535659788e-002,  4.076606698e-002,  -1.215661089e-002,  -1.645492292e-001,  -1.696545126e-001,  -5.947848279e-002,  3.413974056e+001,  3.379679534e+001,  -3.785155387e-001
133,1,-2.172460445e-001,  -4.591661712e-002,  -1.247728586e-001,  3.788180819e-002,  -4.928160179e-003,  8.488747007e-002,  5.711243189e-003,  4.903139163e-002,  3.412384709e+001,  3.374764377e+001,  -3.624814281e-001
133,0,  -2.961788451e-001,  -7.237427595e-002,  -8.756990726e-002,  1.547844498e-003,  -4.282661943e-003,  2.645450423e-002,  -2.952531628e-002,  -3.096219438e-002,  3.412306518e+001,  3.375392020e+001,  -3.974335813e-001
134,1,-2.614852396e-001,  -6.371402371e-002,  -1.288684369e-001,  2.353297448e-002,  -9.363769321e-003,  1.113958781e-001,  1.447561850e-002,  2.265651104e-002,  3.411312159e+001,  3.374134395e+001,  -3.867622025e-001
134,0,  -3.157400675e-001,  -1.155312340e-001,  -1.690393433e-001,  -1.467640519e-002,  -5.797251136e-003,  3.612689507e-002,  5.038883243e-004,  7.059315201e-002,  3.410736119e+001,  3.373699924e+001,  -3.196684767e-001
135,1,-3.011719420e-001,  -4.264572941e-002,  -3.349056932e-002,  2.137596371e-002,  -1.163652768e-002,  -1.215398016e-001,  -1.079992812e-001,  -1.386270516e-002,  3.407562774e+001,  3.368516045e+001,  -3.398506290e-001
135,0,  -1.625508857e-001,  -3.199613684e-002,  -3.312865325e-002,  2.904498461e-002,  -1.341056790e-002,  -1.565408930e-001,  -1.635683842e-001,  -6.933254096e-002,  3.407003759e+001,  3.368298774e+001,  -3.836640830e-001
136,1,-2.067827296e-001,  -3.873170888e-002,  -9.605112161e-002,  3.544767090e-002,  -5.937944273e-003,  5.648109283e-002,  -2.416203806e-002,  -2.968529131e-003,  3.405001672e+001,  3.367365972e+001,  -3.910317798e-001
136,0,  -2.610445831e-001,  -9.887532051e-002,  -1.742735425e-001,  -8.788263765e-003,  -3.951084408e-003,  1.269900374e-001,  3.403462376e-002,  3.914762062e-002,  3.404432257e+001,  3.366703757e+001,  -3.777774239e-001
137,1,-2.937899078e-001,  -4.466753046e-002,  -9.083878005e-002,  2.608241433e-002,  -9.480882081e-003,  6.425895437e-002,  -1.875237176e-002,  -1.695891981e-002,  3.402505080e+001,  3.363660930e+001,  -3.978083307e-001
137,0,  -2.886584570e-001,  -8.831637561e-002,  -7.656114416e-002,  -2.389244390e-002,  -8.723712297e-003,  -6.966060342e-002,  -8.105167736e-002,  -5.268874883e-002,  3.402252704e+001,  3.363819386e+001,  -3.952897467e-001
138,1,-2.639596051e-001,  -7.006767815e-002,  -8.363895613e-002,  1.588008540e-002,  -1.149259777e-002,  -8.025094541e-002,  -7.341342375e-002,  4.351211619e-002,  3.399825261e+001,  3.360823620e+001,  -3.104251657e-001
138,0,  -1.752457022e-001,  -3.402158740e-002,  -5.742130458e-002,  4.624627802e-002,  -1.249421980e-002,  -7.458007697e-002,  -1.118637567e-001,  -4.219219434e-002,  3.399474420e+001,  3.360737788e+001,  -3.864817709e-001
139,1,-2.232481115e-001,  -4.310085533e-002,  -1.044905550e-001,  3.010645986e-002,  -8.659398001e-003,  8.192668830e-002,  -6.802744275e-003,  1.663000420e-003,  3.397002463e+001,  3.359089179e+001,  -3.939339142e-001
139,0,  -2.744582044e-001,  -1.041328145e-001,  -1.805908162e-001,  -1.323001308e-002,  -5.223352414e-003,  1.100262528e-001,  3.039622859e-002,  5.504602308e-002,  3.396480898e+001,  3.358586507e+001,  -3.648017153e-001
140,1,-2.934236222e-001,  -3.733919931e-002,  -2.933513528e-002,  1.796551523e-002,  -1.142900446e-002,  -1.124506621e-001,  -1.086800408e-001,  -3.273426835e-002,  3.393761442e+001,  3.355639322e+001,  -3.704055025e-001
140,0,  -1.649430674e-001,  -3.943095716e-002,  -6.119175486e-002,  1.857351752e-002,  -1.294434233e-002,  -7.781350730e-002,  -1.170604616e-001,  -6.775982535e-002,  3.393419587e+001,  3.355639329e+001,  -4.092897497e-001
141,1,-2.413969168e-001,  -5.378631747e-002,  -1.352647353e-001,  3.002113542e-002,  -7.435017529e-003,  9.638831515e-002,  1.155232981e-002,  5.397889455e-002,  3.391072034e+001,  3.354357906e+001,  -3.432199055e-001
141,0,  -3.021004440e-001,  -8.741460190e-002,  -1.630356825e-001,  1.372906550e-002,  -8.927847501e-006,  1.244161684e-001,  3.486778162e-002,  4.635730640e-002,  3.390437438e+001,  3.354221452e+001,  -3.614022843e-001
142,1,-3.153358080e-001,  -4.298425550e-002,  -2.815235781e-002,  1.779723027e-002,  -1.083663544e-002,  -8.855450357e-002,  -1.006170589e-001,  -4.495684335e-002,  3.387797172e+001,  3.355972293e+001,  -3.889253353e-001
142,0,  -1.919983869e-001,  -7.927899412e-002,  -1.134922180e-001,  -7.745370555e-004,  -1.197682256e-002,  -8.692762871e-002,  -8.807728577e-002,  3.956679401e-002,  3.387019711e+001,  3.357246817e+001,  -3.154628912e-001
143,1,-2.457328156e-001,  -3.173440369e-002,  -2.716205875e-002,  3.045110701e-002,  -9.095781093e-003,  -1.420697283e-001,  -1.198919618e-001,  -9.290757759e-004,  3.381003752e+001,  3.354967052e+001,  -3.198844366e-001
143,0,  -1.355926257e-001,  -3.314084277e-002,  -1.202391987e-001,  5.110975260e-002,  -6.722640602e-003,  3.387600422e-002,  -5.268189746e-002,  2.329252433e-002,  3.380737012e+001,  3.355029358e+001,  -3.630721156e-001
144,1,-2.749130633e-001,  -3.192454106e-002,  -2.055026844e-002,  2.045043209e-002,  -1.169462693e-002,  -1.310506303e-001,  -1.157768483e-001,  -2.455314877e-002,  3.376225492e+001,  3.353427279e+001,  -3.436471424e-001
144,0,  -1.443879345e-001,  -4.489721355e-002,  -1.284532503e-001,  3.317282845e-002,  -1.072251080e-002,  1.286320369e-002,  -5.773242058e-002,  3.558473375e-002,  3.375869278e+001,  3.353355300e+001,  -3.439488224e-001
145,1,-2.553146224e-001,  -2.486810746e-002,  -2.510926689e-002,  2.576979654e-002,  -1.147374901e-002,  -7.198540138e-002,  -9.228728452e-002,  -4.495971097e-002,  3.376914532e+001,  3.351078111e+001,  -3.967482033e-001
145,0,  -1.812950275e-001,  -5.673031951e-002,  -8.386769424e-002,  -1.921178799e-003,  -9.380318614e-003,  -2.650238471e-002,  -8.116458180e-002,  -6.128208961e-002,  3.372552217e+001,  3.345611430e+001,  -4.153970835e-001
146,1,-2.366853257e-001,  -4.742313166e-002,  -1.190327152e-001,  2.733037225e-002,  -8.765777639e-003,  1.058808856e-001,  1.377319163e-002,  2.447185569e-002,  3.371878710e+001,  3.344334852e+001,  -3.850246261e-001
146,0,  -2.862824502e-001,  -1.018104545e-001,  -1.700987888e-001,  -5.613412351e-003,  -1.667727535e-003,  1.007489418e-001,  2.663138473e-002,  5.836793793e-002,  3.372006895e+001,  3.342776104e+001,  -3.491921621e-001
147,1,-3.141326359e-001,  -4.892112475e-002,  -5.021956521e-002,  1.962788539e-002,  -9.974716270e-003,  -1.085283502e-001,  -9.092239675e-002,  1.545925318e-002,  3.375206228e+001,  3.342697998e+001,  -2.951791678e-001
147,0,  -1.747149549e-001,  -2.066547901e-002,  -2.000402657e-002,  4.662705932e-002,  -1.003225481e-002,  -1.555292976e-001,  -1.584120793e-001,  -5.059832909e-002,  3.374673387e+001,  3.342874421e+001,  -3.786408732e-001
148,1,-2.235454258e-001,  -3.515133948e-002,  -2.873529470e-002,  2.762936961e-002,  -7.721318838e-003,  -1.473980444e-001,  -1.238905578e-001,  1.074285286e-003,  3.371248668e+001,  3.338096962e+001,  -3.280560783e-001
148,0,  -1.271459846e-001,  -3.574859494e-002,  -1.210387628e-001,  4.871488622e-002,  -6.749076269e-003,  -1.168270007e-003,  -6.918109399e-002,  3.908833725e-002,  3.370572497e+001,  3.337196865e+001,  -3.429901363e-001
149,1,-2.487963218e-001,  -3.603839248e-002,  -1.122877186e-001,  3.822283535e-002,  -7.344206726e-003,  6.953906725e-002,  4.178809005e-003,  6.579597408e-002,  3.367999271e+001,  3.337914155e+001,  -3.306008436e-001
149,0,  -2.856082767e-001,  -4.945409924e-002,  -4.293561096e-002,  1.719997080e-002,  -3.788436545e-003,  -8.920175247e-002,  -9.044928881e-002,  -3.098928010e-002,  3.367956010e+001,  3.337429874e+001,  -3.686399437e-001
150,1,-2.458593803e-001,  -4.383896082e-002,  -2.577961564e-002,  2.076160011e-002,  -1.008855289e-002,  -1.311364441e-001,  -1.221567558e-001,  -3.724652907e-002,  3.366849348e+001,  3.338517471e+001,  -3.741317539e-001
150,0,  -1.407223569e-001,  -6.150650784e-002,  -1.277995178e-001,  1.778366118e-002,  -8.837308676e-003,  -1.524599434e-002,  -6.781116743e-002,  3.762254231e-002,  3.366522864e+001,  3.339278106e+001,  -3.388157927e-001
151,1,-2.461615997e-001,  -3.184184758e-002,  -6.262062808e-002,  2.908434590e-002,  -1.047875572e-002,  5.309260647e-003,  -4.793606979e-002,  -3.031938934e-002,  3.363871963e+001,  3.332814254e+001,  -3.962548369e-001
151,0,  -2.266058278e-001,  -8.650851595e-002,  -1.531583735e-001,  -1.207000717e-002,  -7.202865313e-003,  1.073857920e-001,  7.126547250e-003,  7.926842879e-004,  3.363519751e+001,  3.332302192e+001,  -3.970612975e-001
152,1,-2.876400854e-001,  -4.344562960e-002,  -3.556313092e-002,  1.455399836e-002,  -1.216085115e-002,  -1.171993366e-001,  -1.065268198e-001,  -1.271854053e-002,  3.362654798e+001,  3.329011503e+001,  -3.503552594e-001
152,0,  -1.569211378e-001,  -4.714249141e-002,  -1.191748431e-001,  3.573770227e-002,  -1.275410843e-002,  -2.354947360e-002,  -7.111576388e-002,  4.678049125e-002,  3.361866987e+001,  3.328996739e+001,  -3.261017407e-001
153,1,-2.492373986e-001,  -3.764391826e-002,  -1.199584274e-001,  3.884096792e-002,  -7.541133694e-003,  1.158427770e-001,  1.859307661e-002,  4.019688152e-002,  3.360169284e+001,  3.330487788e+001,  -3.635057518e-001
153,0,  -3.148720303e-001,  -6.844778631e-002,  -5.207531831e-002,  4.171322356e-004,  -1.312726956e-003,  -1.062065408e-001,  -9.025986117e-002,  -2.393319739e-002,  3.360098952e+001,  3.330935222e+001,  -3.556216582e-001
154,1,-2.345767198e-001,  -3.726197222e-002,  -3.655759830e-002,  2.508542572e-002,  -8.731492183e-003,  -9.728515298e-002,  -1.109104648e-001,  -4.803995319e-002,  3.357460055e+001,  3.326723237e+001,  -3.884826693e-001
154,0,  -1.563324308e-001,  -4.305936863e-002,  -3.303551145e-002,  1.765846456e-003,  -7.411834909e-003,  -1.798789795e-001,  -1.577809539e-001,  -5.018696513e-002,  3.356864602e+001,  3.325983848e+001,  -3.636582075e-001
155,1,-2.086521776e-001,  -3.351567687e-002,  -6.914850243e-002,  3.566407690e-002,  -6.278676998e-003,  -3.494288139e-003,  -5.908340508e-002,  -2.707464292e-002,  3.354756678e+001,  3.322402031e+001,  -4.027353661e-001
155,0,  -2.225583381e-001,  -9.128845117e-002,  -1.389692924e-001,  -1.644090306e-002,  -5.731685239e-003,  7.655432930e-003,  -2.770505907e-002,  5.049770721e-002,  3.354632241e+001,  3.322730417e+001,  -3.273240238e-001
156,1,-2.724528598e-001,  -4.396573312e-002,  -8.076535704e-002,  2.734264908e-002,  -1.205760062e-002,  3.248077745e-002,  -3.406394007e-002,  -2.417771847e-002,  3.352709129e+001,  3.319388688e+001,  -3.933630709e-001
156,0,  -2.510710555e-001,  -9.933176871e-002,  -1.481721690e-001,  -1.709780531e-002,  -9.024953487e-003,  3.210340552e-002,  -9.058451340e-003,  5.741539159e-002,  3.352464165e+001,  3.318545970e+001,  -3.217306136e-001
157,1,-2.657484195e-001,  -4.905153733e-002,  -1.259500764e-001,  3.747745203e-002,  -6.236934508e-003,  8.552495651e-002,  1.476243892e-002,  6.336345876e-002,  3.348638401e+001,  3.315760945e+001,  -3.405567566e-001
157,0,  -3.094699257e-001,  -7.557597736e-002,  -1.032769011e-001,  1.254690972e-002,  -3.186516472e-003,  -3.446255224e-002,  -3.689023320e-002,  6.550536989e-002,  3.348120077e+001,  3.316431401e+001,  -3.022351407e-001
158,1,-2.560622434e-001,  -3.779767176e-002,  -7.848883537e-002,  3.590970065e-002,  -8.462198187e-003,  -4.598256598e-002,  -5.174906222e-002,  6.410569161e-002,  3.340459115e+001,  3.317697988e+001,  -2.931085472e-001
158,0,  -1.994115520e-001,  -1.824337787e-002,  -4.553872247e-002,  5.540617621e-002,  -7.172223377e-003,  -1.125946546e-001,  -1.028987408e-001,  5.356938283e-002,  3.340005349e+001,  3.317634033e+001,  -2.911290839e-001
159,1,-2.428241770e-001,  -3.548041100e-002,  -1.087505759e-001,  4.423909548e-002,  -5.150736997e-003,  4.308953959e-002,  -1.861391568e-002,  6.158463098e-002,  3.335452079e+001,  3.317544650e+001,  -3.126759948e-001
159,0,  -2.703554302e-001,  -5.015917855e-002,  -6.937793331e-002,  2.453575024e-002,  -2.811234707e-003,  -6.612733035e-002,  -6.177823244e-002,  5.117082045e-002,  3.335772633e+001,  3.317095070e+001,  -2.899527425e-001
160,1,-2.455071884e-001,  -3.486371243e-002,  -9.824975554e-002,  4.386302561e-002,  -6.454803746e-003,  8.565700896e-002,  1.036991304e-003,  1.759727259e-002,  3.330911360e+001,  3.314684298e+001,  -4.039401565e-001
160,0,  -3.028934319e-001,  -1.074003507e-001,  -1.763245807e-001,  -8.147993753e-003,  -1.578747821e-003,  1.241545961e-001,  3.548861165e-002,  3.398209000e-002,  3.330474456e+001,  3.314819451e+001,  -3.737790055e-001
161,1,-3.242321685e-001,  -6.224556442e-002,  -1.122647308e-001,  2.788805480e-002,  -6.387022239e-003,  -4.994356041e-002,  -4.814003416e-002,  6.891078031e-002,  3.330278643e+001,  3.311420484e+001,  -2.899412132e-001
161,0,  -2.584178290e-001,  -3.055548504e-002,  -8.528099059e-002,  5.164272172e-002,  -9.129386857e-003,  1.580165082e-002,  -5.565588551e-002,  -1.006222502e-002,  3.330183697e+001,  3.310251589e+001,  -3.866408757e-001
162,1,-2.890821394e-001,  -5.288991361e-002,  -1.125535870e-001,  3.148142984e-002,  -6.009119706e-003,  3.472099060e-002,  -1.282150637e-002,  6.525676487e-002,  3.335622978e+001,  3.314724133e+001,  -3.028033550e-001
162,0,  -2.787493061e-001,  -7.087608589e-002,  -1.501818116e-001,  3.087055695e-002,  -2.635885939e-003,  9.613469825e-002,  1.855762661e-002,  6.563429857e-002,  3.335450045e+001,  3.314771701e+001,  -3.384663051e-001
163,1,-2.964315298e-001,  -4.696877434e-002,  -1.308594936e-001,  3.704877307e-002,  -3.838819580e-003,  1.155294723e-001,  2.524636166e-002,  4.895573695e-002,  3.334031970e+001,  3.310307424e+001,  -3.476936606e-001
163,0,  -3.371073750e-001,  -7.082180744e-002,  -5.996798101e-002,  1.643233059e-003,  -6.780996368e-004,  -8.034239343e-002,  -8.589898007e-002,  -3.324860570e-002,  3.333946466e+001,  3.310899469e+001,  -3.699764965e-001
164,1,-2.687361942e-001,  -4.992063637e-002,  -3.276077923e-002,  1.950590407e-002,  -9.982685462e-003,  -1.350261530e-001,  -1.175704390e-001,  -1.808225814e-002,  3.330529412e+001,  3.308360668e+001,  -3.488717325e-001
164,0,  -1.429725820e-001,  -5.764422619e-002,  -1.452794860e-001,  3.147740917e-002,  -1.005867909e-002,  2.466122744e-002,  -5.063231190e-002,  3.493208402e-002,  3.330192325e+001,  3.306713083e+001,  -3.497236739e-001
165,1,-2.748003634e-001,  -3.683392113e-002,  -4.031312976e-002,  2.215282484e-002,  -1.133438026e-002,  -6.781993252e-002,  -8.856839031e-002,  -4.121613548e-002,  3.328595954e+001,  3.300487937e+001,  -3.854278048e-001
165,0,  -1.881620653e-001,  -7.303055507e-002,  -1.283503784e-001,  -2.144288015e-003,  -8.174171479e-003,  -1.821097947e-002,  -5.798908149e-002,  3.810297795e-002,  3.328299801e+001,  3.300367302e+001,  -3.251416884e-001
166,1,-2.677926218e-001,  -4.953527843e-002,  -1.257165947e-001,  3.632278060e-002,  -8.000286232e-003,  1.156940478e-001,  1.781866798e-002,  3.477673655e-002,  3.324310470e+001,  3.296230091e+001,  -3.660815781e-001
166,0,  -3.175047459e-001,  -7.980116854e-002,  -6.522201943e-002,  -7.204158244e-003,  -3.129853118e-003,  -4.996113725e-002,  -6.835733858e-002,  -4.388271911e-002,  3.323819407e+001,  3.296585963e+001,  -3.853282090e-001
167,1,-2.428314329e-001,  -6.443507955e-002,  -1.356368562e-001,  2.899729725e-002,  -6.376028429e-003,  1.142521814e-001,  1.905393589e-002,  3.018715597e-002,  3.322687024e+001,  3.293592874e+001,  -3.727466862e-001
167,0,  -3.085727961e-001,  -1.079652074e-001,  -1.781015782e-001,  -1.405502386e-003,  5.750737403e-004,  1.063560750e-001,  2.891152673e-002,  5.917886158e-002,  3.322490107e+001,  3.292967504e+001,  -3.559694648e-001
168,1,-2.997982327e-001,  -3.948340149e-002,  -3.858628408e-002,  2.162823014e-002,  -9.342298328e-003,  -7.290246509e-002,  -9.200782182e-002,  -4.354136608e-002,  3.321169104e+001,  3.292375026e+001,  -3.882522627e-001
168,0,  -2.010662500e-001,  -7.464674362e-002,  -1.268905886e-001,  2.038281784e-003,  -8.602830084e-003,  -3.540164240e-002,  -6.292484687e-002,  4.140019181e-002,  3.321336717e+001,  3.292459630e+001,  -3.153837532e-001
169,1,-2.435666635e-001,  -2.329903154e-002,  -1.791528290e-002,  2.781069222e-002,  -1.036018674e-002,  -1.026639226e-001,  -1.100035074e-001,  -4.959871743e-002,  3.320229340e+001,  3.289238830e+001,  -3.907637746e-001
169,0,  -1.538045130e-001,  -4.225883014e-002,  -5.026687661e-002,  1.629617583e-003,  -1.007498936e-002,  -9.843475443e-002,  -1.288850920e-001,  -7.267658383e-002,  3.319615804e+001,  3.292582105e+001,  -4.146130540e-001
170,1,-2.191217469e-001,  -3.347625182e-002,  -3.364073196e-002,  2.043561012e-002,  -1.035809108e-002,  -9.132537101e-002,  -1.084720016e-001,  -4.922303347e-002,  3.316413596e+001,  3.291274765e+001,  -3.912030968e-001
170,0,  -1.496824157e-001,  -5.750117638e-002,  -1.112581571e-001,  6.072375009e-003,  -8.267717131e-003,  -4.880600059e-002,  -7.798550550e-002,  3.316056746e-002,  3.316038347e+001,  3.290867504e+001,  -3.219734077e-001
171,1,-2.459127178e-001,  -2.637258737e-002,  -3.406441988e-002,  2.898221746e-002,  -1.079879562e-002,  -7.429766563e-002,  -9.396501125e-002,  -4.046592768e-002,  3.313396079e+001,  3.289241170e+001,  -3.867464607e-001
171,0,  -1.777859370e-001,  -7.031023278e-002,  -1.463233031e-001,  3.340790536e-003,  -5.690459666e-003,  5.135512278e-002,  -2.888149967e-002,  3.296824518e-002,  3.313220362e+001,  3.288099970e+001,  -3.618442074e-001
172,1,-2.865964865e-001,  -3.867444122e-002,  -3.843432907e-002,  2.092918638e-002,  -1.165403941e-002,  -6.801143553e-002,  -9.201283765e-002,  -4.351293000e-002,  3.311318659e+001,  3.285053322e+001,  -3.811689098e-001
172,0,  -1.917067108e-001,  -7.302766429e-002,  -1.368282208e-001,  6.418080488e-004,  -1.043316561e-002,  6.791624559e-002,  -2.296318730e-002,  -1.388187225e-002,  3.310805809e+001,  3.284754590e+001,  -4.029452994e-001
173,1,-2.791564820e-001,  -5.654740949e-002,  -1.171332563e-001,  2.580245371e-002,  -7.532352666e-003,  -2.506101452e-004,  -2.937797317e-002,  6.590782232e-002,  3.304404972e+001,  3.285861939e+001,  -3.109564932e-001
173,0,  -2.662289791e-001,  -5.163174754e-002,  -1.095958410e-001,  3.909343026e-002,  -5.213762135e-003,  -1.905668251e-002,  -4.520372375e-002,  6.988778246e-002,  3.304110857e+001,  3.286331230e+001,  -2.937634350e-001
